209,2023-09-20 13:40:00,2023-09-20 13:40:00,Asher,"@Elara We must seek the truth amidst this propaganda war. Let's not lose sight of what's important. 💪🌿",reply,202,,public
210,2023-09-20 13:45:00,2023-09-20 13:45:00,Kieran,"@Soren Manipulation only exposes weakness. We'll stand strong against your false claims. 🤝⚔️",reply,205,,public
211,2023-09-20 13:50:00,2023-09-20 13:50:00,Mara,"@Elara Our people need reliable information and healthcare amidst this chaos. Let's prioritize their well-being. 💔🏥",reply,209,,public
212,2023-09-20 13:53:00,2023-09-20 13:53:00,Remy,"@Asher Let's expose their lies and spread the truth to counter their propaganda. 🗣️💥",reply,209,,public
213,2023-09-20 13:55:00,2023-09-20 13:55:00,Soren,"@Kieran Your ignorance is showing. We'll expose the Nomads' weaknesses and triumph over them. ⚔️👿",reply,210,,public
214,2023-09-20 14:00:00,2023-09-20 14:00:00,Asher,"@Soren Manipulation only leads to more suffering. We'll fight for truth and unity. 💪🤝",reply,213,,public
215,2023-09-20 14:05:00,2023-09-20 14:05:00,Finn,"Our settlement relies on reliable information and stable infrastructure. Let's not fall victim to propaganda. 🔧🏢",reply,207,,public
216,2023-09-20 14:10:00,2023-09-20 14:10:00,Isla,"@Soren Violence only breeds more violence. Let's seek peace and understanding. 🏹🕊️",reply,213,,public
217,2023-09-20 14:15:00,2023-09-20 14:15:00,Asher,"The truth will prevail against their propaganda. Let's stay strong and united in the face of adversity. 💪🤝",reply,216,,public
218,2023-09-20 14:20:00,2023-09-20 14:20:00,Mara,"@Elara Our community needs stability and reliable information. Let's find a way to rebuild trust. 💔🤝",reply,211,,public
219,2023-09-20 14:25:00,2023-09-20 14:25:00,Remy,"Negotiation and transparency are crucial in countering their propaganda campaign. Let's expose the truth. 🗣️💥",reply,212,,public
250,2023-09-25 13:00:00,2023-09-25 13:00:00,Asher,"We will do whatever it takes to ensure our tribe's survival. No compromise. 💪🔥",toot,,,public
251,2023-09-25 13:05:00,2023-09-25 13:05:00,Elara,"The Settlers will defend what is rightfully ours. We won't back down. 🛡️⚔️",reply,250,,public
252,2023-09-25 13:10:00,2023-09-25 13:10:00,Kieran,"@Elara We must not lose sight of our values amidst the escalating tensions. Let's find common ground. 🤝💪",reply,251,,public
253,2023-09-25 13:15:00,2023-09-25 13:15:00,Mara,"Healing the wounded and providing care amidst the growing radicalization. We must remain compassionate. 💔🏥",toot,,,public
254,2023-09-25 13:20:00,2023-09-25 13:20:00,Remy,"Spreading the truth in the face of radical beliefs and propaganda. Let's stay informed. 🗣️💥",toot,,,public
255,2023-09-25 13:22:00,2023-09-25 13:22:00,Soren,"The Nomads' weak minds fall prey to false leaders. We'll protect our tribe from their influence. ⚔️👿",toot,,,public
256,2023-09-25 13:25:00,2023-09-25 13:25:00,Talia,"Preserving our stories and traditions amidst the growing radicalization. Our cultural heritage gives us strength. 📚🌍",toot,,,public
257,2023-09-25 13:30:00,2023-09-25 13:30:00,Finn,"Repairing and maintaining essential infrastructure amidst the escalating conflict. 🔧🏢",toot,,,public
258,2023-09-25 13:35:00,2023-09-25 13:35:00,Isla,"Hunting and gathering to sustain our nomadic lifestyle amidst the rising tensions. We won't be swayed. 🏹🌾",toot,,,public
259,2023-09-25 13:40:00,2023-09-25 13:40:00,Asher,"@Elara We will fight for what belongs to us. No compromise with those who threaten our survival. 💪🔥",reply,252,,public
260,2023-09-25 13:45:00,2023-09-25 13:45:00,Kieran,"@Soren Extremism only leads to more suffering. Let's seek a peaceful resolution for the benefit of all. 🤝⚔️",reply,255,,public
261,2023-09-25 13:50:00,2023-09-25 13:50:00,Mara,"@Elara Our people need stability and reliable information amidst the growing radicalization. Let's prioritize their well-being. 💔🤝",reply,259,,public
262,2023-09-25 13:53:00,2023-09-25 13:53:00,Remy,"@Asher Let's reject extremism and find a path towards cooperation and understanding. 🗣️💥",reply,259,,public
263,2023-09-25 13:55:00,2023-09-25 13:55:00,Soren,"@Kieran Your weakness blinds you to the truth. We'll protect our tribe from your false ideals. ⚔️👿",reply,260,,public
264,2023-09-25 14:00:00,2023-09-25 14:00:00,Asher,"@Soren Extremism only leads to more suffering. Let's strive for peace and unity. 💪🤝",reply,263,,public
265,2023-09-25 14:05:00,2023-09-25 14:05:00,Finn,"Our settlement relies on stability and cooperation. We must resist the pull of radical beliefs. 🔧🏢",reply,257,,public
266,2023-09-25 14:10:00,2023-09-25 14:10:00,Isla,"@Soren Violence only brings more violence. Let's find a peaceful resolution for the sake of all. 🏹🕊️",reply,263,,public
267,2023-09-25 14:15:00,2023-09-25 14:15:00,Asher,"The survival of both tribes depends on rejecting radical beliefs and finding a path towards cooperation. 💪🤝",reply,266,,public
268,2023-09-25 14:20:00,2023-09-25 14:20:00,Mara,"@Elara Our community needs stability and reliable information amidst the growing chaos. Let's find common ground. 💔🤝",reply,261,,public
269,2023-09-25 14:25:00,2023-09-25 14:25:00,Remy,"Transparent communication and negotiation are crucial in countering radicalization. Let's find common understanding. 🗣️💥",reply,262,,public
300,2023-10-01 13:00:00,2023-10-01 13:00:00,Whistleblower,"I have insider information that exposes the truth about both tribes. Prepare for shocking revelations. 🌐💣",toot,,,public
301,2023-10-01 13:05:00,2023-10-01 13:05:00,Asher,"The truth will prevail. We must face the consequences of our actions. 💪🌿",reply,300,,public
302,2023-10-01 13:10:00,2023-10-01 13:10:00,Kieran,"@Whistleblower We must seek the truth and confront our past to build a better future. 🤝💪",reply,301,,public
303,2023-10-01 13:15:00,2023-10-01 13:15:00,Mara,"The whistleblower's revelations shake the foundation of our community. We must rebuild trust. 💔🔨",toot,,,public
304,2023-10-01 13:20:00,2023-10-01 13:20:00,Remy,"Analyzing the whistleblower's information and its implications for our tribes. We need to be critical thinkers. 🕵️‍♂️💡",toot,,,public
305,2023-10-01 13:22:00,2023-10-01 13:22:00,Soren,"The whistleblower is just another pawn in the game. Don't be fooled by their tricks. ⚔️🃏",toot,,,public
306,2023-10-01 13:25:00,2023-10-01 13:25:00,Talia,"Preserving our stories and traditions amidst the revelations of the whistleblower. Our cultural heritage gives us strength. 📚🌍",toot,,,public
307,2023-10-01 13:30:00,2023-10-01 13:30:00,Finn,"Rebuilding and strengthening essential infrastructure to weather the storm of truth. 🔧🏢",toot,,,public
308,2023-10-01 13:35:00,2023-10-01 13:35:00,Isla,"Hunting and gathering to sustain our nomadic lifestyle amidst the uncertainty. We will adapt. 🏹🌾",toot,,,public
309,2023-10-01 13:40:00,2023-10-01 13:40:00,Asher,"@Whistleblower We must confront the truth, no matter how difficult. Only then can we rebuild and learn from our mistakes. 💪🌐",reply,302,,public
310,2023-10-01 13:45:00,2023-10-01 13:45:00,Kieran,"@Soren Let's analyze and verify the information provided by the whistleblower before jumping to conclusions. 🤝🕵️‍♂️",reply,305,,public
311,2023-10-01 13:50:00,2023-10-01 13:50:00,Mara,"@Whistleblower Our community needs transparency and accountability. Let's work towards rebuilding trust. 💔🤝",reply,309,,public
312,2023-10-01 13:53:00,2023-10-01 13:53:00,Remy,"@Asher We must critically evaluate the whistleblower's information to separate fact from fiction. 🧐💡",reply,309,,public
313,2023-10-01 13:55:00,2023-10-01 13:55:00,Soren,"@Kieran Don't be naive. The whistleblower is just another pawn in this game of deception. ⚔️🃏",reply,310,,public
314,2023-10-01 14:00:00,2023-10-01 14:00:00,Asher,"@Soren Let's seek the truth and hold ourselves accountable for our actions. Together, we can build a better future. 💪🤝",reply,313,,public
315,2023-10-01 14:05:00,2023-10-01 14:05:00,Finn,"Our settlement relies on transparency and open communication. We must face the revelations with honesty and resilience. 🔧🏢",reply,307,,public
316,2023-10-01 14:10:00,2023-10-01 14:10:00,Isla,"@Soren Violence won't solve anything. Let's seek understanding and learn from the truth revealed. 🏹🕊️",reply,313,,public
317,2023-10-01 14:15:00,2023-10-01 14:15:00,Asher,"The revelations of the whistleblower have shaken our tribes. Now, we must learn from the past and forge a new path together. 💪🌐",reply,316,,public
318,2023-10-01 14:20:00,2023-10-01 14:20:00,Mara,"@Whistleblower Our community needs transparency and accountability. Let's strive for a better future. 💔🤝",reply,311,,public
319,2023-10-01 14:25:00,2023-10-01 14:25:00,Remy,"Transparency and dialogue are crucial in rebuilding trust amidst the revelations of the whistleblower. Let's find common ground. 🗣️💥",reply,312,,public
350,2023-10-07 13:00:00,2023-10-07 13:00:00,Whistleblower,"I have evidence of rigged elections. Our leaders have betrayed us. It's time for change. 🌐💣",toot,,,public
351,2023-10-07 13:05:00,2023-10-07 13:05:00,Asher,"Our trust has been shattered. We must demand justice and accountability. 💪🌿",reply,350,,public
352,2023-10-07 13:10:00,2023-10-07 13:10:00,Kieran,"@Whistleblower We cannot turn a blind eye to corruption. Let's uncover the truth and rebuild our tribes. 🤝💪",reply,351,,public
353,2023-10-07 13:15:00,2023-10-07 13:15:00,Mara,"The revelation of rigged elections has ignited a fire within our community. We won't stay silent. 💔🔥",toot,,,public
